,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.27758337258445,0,0,0,0,0.0752773222870293,0,0.179793238177346,0,0,0,0,0,0,0,0,0.105450593689037,0,0,0.191500129929998,0,0,0.107311531979033,0.13789691627192,0,0,-0.228226678296747,0,0,0,0,0,0,0.141069717822458,0,0,0,0.12592290387322,0,0.0102237925501936,0,0,0,0,0,0,0,-0.220519451073925,-0.0216173896426075
X002142.CH.EQUITY,0.270235016802466,0,0,0,0,0.0511035785837091,0.068600824751948,0,0,0,0,0,0.109479339500165,0,0,-0.294393319039746,0,0,0,0,0,0,0,0,0,0,0,0,0.0874993752123441,0.209036218365787,0,0.216431019537265,0,0,0,0,0,0,0,0,-0.0054512553275761,0.0419353605103488,0,0,0,0,0,-8.67361737988404e-19,0,-0.100080008456661
X600000.CH.EQUITY,0.0673019275809288,0,0,0,0,0.219360643525911,0,0,0,0,0.42329860005261,0,0.191712900488457,0,0,-8.67361737988404e-19,0.011694858727817,0,0,0,0.196305146080784,0,0,0,0.0432115331446298,0,0,0,-0.00084429505769153,0.0255413313269696,0,0,-0.0957586711082276,0,0,0,0,0,0,0,0,-0.0207167076103942,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.180254896337487,0,0,0,0,0.342303099854119,0,0,0.0624534978672942,0.0014141334831828,0,4.33680868994202e-19,0,0,0,0.0200401200124684,0.118171854861529,0.0176635918329495,0,0,0,0,0,0,0.117611768763942,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695989450845847,0,0,0,0
X600016.CH.EQUITY,0,0,1.38777878078145e-17,0.0833623260208762,0,0,0,0,0.105225061272708,0,0.40809508529238,0,0,0,0,0,0,0,0,0,0,0.0898079926093554,0.0224711557498176,0,0.279540654779075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799327217017141
X600036.CH.EQUITY,0.210178478603962,0.19375827677308,0.0836146521390435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168934982131718,0,0,0,0,0,0.0518371578271442,0,0.00283977520472005,0.0297566337376435,0,0.19640557089935,0,0.00187494435192145,0.132844165861718,0,0,0,0.0213012803741542,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0
X601166.CH.EQUITY,0.0940975597524644,-6.93889390390723e-18,0,0,0,0.313615496700394,0,0,0,0,0,0.128708686504858,0.0118628463129453,0,0.0988796171223129,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0065189130223754,0,0,0,0,0,3.46944695195361e-18,0.424604888451165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0888747408865486,0.19695892455301,0.409067734884053,0,0,0,0,0,0,0.199168999658571,0,0.0704253697406212,0,0.0142636252868989,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.143440490440905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728437011438225,0,0,0
X601229.CH.EQUITY,0,0,0,0.179130082025227,0,0,0,0,0,0.440761828873597,0,0,0,0.0145455703274974,0,0,0,0,0,0.147010209471153,0,0,0,0,0,0.366556808148456,0,0,0,0,0,0,0.132918292851798,0,0,0,-0.0509390568757122,0,0,0.0153170475304112,-0.0561823693192782,0,0,0,0,-0.03746464670516,0,0,0,0
X601288.CH.EQUITY,-0.0529644298193148,0,0,0,0,0,0,0,0.211012554544932,0,0,0.565645614507651,0,0.130032226025216,0.0697463566029969,0,0,0,0,0.125586290042036,0,0,0,0.0269244321352259,0,0,0,0.0513745020243391,0,0,0,0,-0.0294479222195316,0.0238546867501989,0,0.0201044332082612,0,0,0,0,0,0,0,0,0,0.0583651492880018,-0.0387365805255471,0,0,0
