,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.198130114725558,0,0.103190435351498,0,0,0,0,0,0,0.192671184331072,0,0,0,0,0,0,0,0,0.164781732151571,0,-0.102085035533772,0,0,0,0.29757181679447,0,0,0,0,0,0,0,0.167175372310296,0.197468606859794,0,0,-0.291416828546578,0.0477911694277627,0,0,0,0,0,-0.0133437551218472,0,-0.0297914951195787,0,0,-0.0706900184336089,-0.0855302812455247
X002142.CH.EQUITY,0.172530000032384,0,0,0,0,0.156211522938768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103495012220351,0,0,0,0,0.125685917707983,0,0,0,0,0,0.0723392399336883,0.165778451557121,0,0.0839041065321349,0,0,0,0,0,0,0,0,-0.0584189142711476,-0.23558400022091
X600000.CH.EQUITY,0.0226101405371713,0,0,0,0.0630472826901094,0.146452578408305,0,0,0,0,0,-5.42101086242752e-20,0.420096518716054,0,0.106519175773969,0,0,1.0842021724855e-19,0,0.049628630594989,0,0,0.0378260153789642,0,0,0.195888182832596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195619413295883,0,-0.0441173777957392,0,0,0,0,0.0925330408664072
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.19111762656286,0.0143604471188516,0,0,-1.73472347597681e-18,0.362871977790943,0,0,0.0566156061336286,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125725006945015,0.0485086589691535,0,0,0,0,0,0,0,0.0937316715159066,0,0,0,0.0235798536502888,0,0,0,0
X600016.CH.EQUITY,0,0.0175453408356945,0,0.0354827402073019,0,0,0,0,0,2.71050543121376e-20,0.172939651032864,-3.46944695195361e-18,0.320901689633134,0,0,0,0,0,0,0,0,0,0,0,0,0.0664158014286852,0,0,0.142563700067703,0,0,0,0,0,0.296927984908341,0,0,0,0.0752554855849175,-0.0411145029075738,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0328613449082497,0.12973592216662,0.401171860056339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580176648650973,0,0,-0.0563325799021771,0,0,0,0,0,0,0,0.037107946883874,0,0.00176093035163737,0.0387876435738626,0,0,0.157527460954006,0,0.0805540927998808,0.212151229390918,0,0.0526591949416348,0,0.0270556095443701,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.226225769178094,0,0,0.0340458404609817,0,0.196825808056665,0,0,0.0596450803632408,0,0,0,0,0,0,-0.0398317953345165,0,0.0278868943735956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225450022343671,0,0,0,0,0,0
X601009.CH.EQUITY,0.116217481408709,0,0,0.487274835560659,0,0,0.119992629429138,0,0,0,0,0.102761479597895,0,0.0253253145537164,0,0,0,0,0,-0.00834353678976017,0.0953999810125684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268358181540464,0,0,0,-0.16510870759912
X601166.CH.EQUITY,0.186617820645603,0,0,0,0,0.146311383674094,0,0,0,0,0,0,0,0,0,0,0.15244704011566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170389131518996,0,0,0,0,0,0,0,0.0081764437950475,0,0,0,0.0944552791405508,0.477114985977745,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0231706609858837,0.0704283806613293,0.206664767602101,0.452216933031883,0,0,0,0,0,0,0,0,0.263794842790249,-0.0288512437750281,0.062335324792599,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0879348217544932,0,0,0,0,0,0,0,0,0,0,0.00612385195766026,0,0,0.0917376166766701,0,0,0,0,0,0,0,0.0758572280507955,0,0
