,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.273946881975505,0,0,0,0,0,0,0,0,0.247210888340646,0,0,0,0,0,0,0,0.0566827454983623,0,-0.0317900256205396,0,0,0,0.242738317851737,0,0,0,0,0,0,0,0.220947897053826,0.25155031569151,0,0,-0.342618793187686,0.116406133728067,0,0,0,0,0,-0.0722759214029464,0,-0.0127949383619731,0,0,-0.026522977193742,0,-0.0610796100105173
X002142.CH.EQUITY,0.165246258986421,0,0,0,0,0,0,0,0,0,-0.00751754001537286,0,0,0,0,0,0.303495904820624,0,0.0346516781882719,0,0,0,0,0,0.0687582521332391,0,0,0,0,-0.0190299971015728,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.10684327700731,0,0.0674220364071639,0,0,0,0,-0.143338739994642,0,0,-0.060040938564944,0
X600000.CH.EQUITY,0.0485498641184891,0,0,0,0.0033894402820659,0.216011793565221,0,0,0,0,0,0.0520535159089204,0.452252721117213,0,0.0744639697311126,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.115852815684923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012747683460021,0,0,0,0,0,-0.0109453506819073,0,0,0,0,-0.035322241854566,0.0867156650330581
X600015.CH.EQUITY,0.0170184916984398,0,0,0,0,0,0,0,0,0.217604436306652,0,0,0,0,0.467035589995583,0,0,0,0,0,0,0.130937107609027,0,0,0,0,0,0,0,0,0,0,0.143751704402502,0,0,0,0,0,0,0,0,0.0814116846006842,0,0,0,0.0242872211031283,0,0,0,0.00107590398747277,0
X600016.CH.EQUITY,0,0,0.226141537514304,0.106584037392657,0,0,0.0652393227898201,0,0,0,0,0,0.22467222241664,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302614970548552,0.0901017629839548,0,0,0,0,0,0.00056900756897937,0.0908543027747232,0,0,0,0,0,0,0.138688561509605,0,0,0,0,0,0,0,-0.0781596007914803,0.0159563779176994
X600036.CH.EQUITY,0.256005057169693,0.0859891188665348,0.0443779232185965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128526666677188,0,-0.0125591954144608,0,0,0,0,0,0,0,0,0,0,0.0193231667380336,-0.0404308646297138,0,0,0,0.0269723272877245,0.375088207047541,0,0,0,0,0.0368088053926329,0,0.183736120273668,0,0,0,0
X600919.CH.EQUITY,0,0.0771093005565086,0,0,0,0,0,0.128413699171804,0,0.318275423910128,0,0,0.140346510734986,0,0,0,0.0822847376151209,0,-0.0231281424596546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517496469270479,0,0,0,0,0.0578269692906144,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0227885072427095,0,0,0,0,0,0.0832705763966409,0,0,0,0,0,0,0.210808652023824,0.311999249087218,0.165015345545348,0,0,-0.0769793018669017,0,0.0492075370399201,0,0,0,0.027560232655812,0,0,0,0,0,0,0,0,0,0,0,-0.0995265847458423,0,0,0,0,0,0,0,0.0731285961367584,0.0228389480952339,0,0,0,0,-0.191081579363892
X601166.CH.EQUITY,0.0374606756399147,0,0,0,0,0.518969547426237,0,0,0,0,0,0,-8.67361737988404e-19,0.0997006218489343,0.0873252932594607,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0831614024721712,0,0,0,0,0.260208297727255,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.21225899574233,0.61415427071544,0,0,0,0,0,0,0,0,0,0,0,0,0.142355450731816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135948847791877,0,0,0,0,0,0,0,0.00962214713743084,0,0,0
