,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0414990330224289,0.0236349914302982,0.141693016762105,0,0,0.223923706792145,0,0.167722496064299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339952989018692,0,0,0,0.0639387502840901,0,0,0,0,0,0,0,0,0,0,0,0,0.0501931821191537,0,0,0.249914147952929,0,0,0,0,0.0668001253998119,0
X002142.CH.EQUITY,0.245684886135108,0,0,0,0,0.219386846557179,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0312551796612974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450627128161812,0,0.00339222455553412,0,0,0.217402254113326,0,0,0,0,0,0,0,0,0,0,0,-0.0033930996785962,0.203237168064353
X600000.CH.EQUITY,0,0,0,0,0.278154573812469,0,0,0.0586141154506187,0.143088081999153,0,0.321755261711348,0,0,0,0,0.0546703588584545,0,0,0,0,0.0916635189807893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.468297541467685,0,0,0,0,0,0,0.18519642972033,0,0,0,0,0,-0.00419833183475602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175918640564728,0,0,0,0,0,0,0,0,0.304498196230426,0,0,0,0,0,0.0153181050205308,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0.206128892720912,0.11731196640122,0,0.258461777630274,0,0.00249201510527855,0.134469517696019,0.21935269932607,0.0434042409214075,0.0243608882631465,0,0,0,0,0,0,0,0,0,0,0,0.0173162558144136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0468815354868757,0,0.0462533907164088,0,0,0.343640008034482,0,0,0,0,0,0.0999197742593273,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0700668977098276,0,0,0,0.044541284694395,0,0,0,0,0,0,0,0,0.136898081607461,0.160712039113173,0,0,0.136474024065197,0,0,0,0,0,0,0,0,0.0677672955763881,-0.080598126239948,0,0
X601166.CH.EQUITY,0.0889018135868022,0,0,0.110243241903625,0,0.331822879831456,0,0.086369943547587,0,0,0,0,0.34122907374637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150676194892445,0,0,0,0,0,0,0,0.00367216311911079,0.0567235311773166,-0.0617914552633785,0
X601169.CH.EQUITY,0,0,0.138180668013571,0.346248622282548,0,0,0,0,0.0556342909223006,0,0,0,0,0,0,0.103114996309812,0.0266392244069794,0,0,0,0,0,0.0138912567044275,0,0,0.0600488609997727,0.00380744803293515,0,0,0,0,0,0.0805664837486186,0.119161081525527,0,0,0,0,0,0,0.109675717369754,0,0,0,0,0,0,-0.0186240300619577,0,0,0,0.00371388047414436,0
X601229.CH.EQUITY,0,0,0.348891346964334,0.117815020199853,0,0,0,0,0,0,0,0,0.252620551505524,0,0,0,0.0680537442183331,0,0,0,0.12857025583761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502527580200569,0,0,0,0,0,0,0,0,0,0,0,0.11938543376897
X601288.CH.EQUITY,0.0319594251970493,0,0,0,0,0,0,0,0.0872293675443595,0,0.0928881845737334,0.370925337805867,0,0,0.30650924627493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803418362522852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249236537892555,0
