,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.00719584214577474,0.250113478394603,0,0,0,0,0,0.0833619822013716,0,0.385143581651377,0,0,0,0,0.0498149460564317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592553436448805,0,0,0,0,0.0548418958761258,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.551006840357586,0,0.156963154060348,0,0,0,0,0,0,0,0,0,0,0.0576567704777644,0,0,0,0,-0.0281975254296857,0,0,0,0,0,0,0,0,0,-0.0210050904201077,-0.00713393506022626,0,0,0,0,-0.285012120405309,0,0,0,0.291531473884403,0,0,0.106977820293399,0,0,0,-0.112347113226457,-0.0743456722784129
X600000.CH.EQUITY,0.0833157811883658,0,0,0.268283743217915,0,0,0,-8.67361737988404e-19,0,0,0.0688980855524399,0,0.436692238483601,0,0,0,0,0,0,0,0.00404535019615203,0.0977142447728297,0,0,0,0,0.043142069350693,0,0,0,0,0,0,0,0,0,0,0.0137998974808595,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.251634396077868,0,0,0,0,0,0,0.281022154177845,0,0,2.77555756156289e-17,0,0.0239679415341979,0,1.73472347597681e-18,0.166503369702456,0,0.0804919068833695,0,0,0,0,0,-0.0214974474193951,0,0,0,0,0,0,0.0133570813071405,0,0,0,0,0,0.0254136810269797,0,0,0,0.0727449461151389,0,0,0.111165183784688,0,0,0,-0.0275017880416564,0,0
X600016.CH.EQUITY,0,0,3.46944695195361e-18,0.0163639570459673,0,0,0.259719854431902,0,0,0.175617788033162,0,0,0.32874190671975,0,0,0.0104992669682178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170883359895443,0,0,0,0,0,0.169791222660468,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.110038262753363,0.127309124019022,0,0,0,0,0,0,0.137081248274064,0,0,0,0,0,0.0602277643657986,0,0,0,0,0,0,0,0,0,0.0802510880205712,0,0,0,0,0,0,0,0,0,0,0,0,0.18140955106339,0,0,0,0,0,0,0,0,0.228339239057471,0,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.357212883118909,0,0,0.34000558650011,0,0,0.152700418931951,0,0,0,0,0,0,0,0,0.166034563058816,0,0,0,0,0,0,-0.00977991088617944,0,0,0,0,0,0,0,0,0,0,0,-0.0522306746980517,0,0,0,0,0.0120870287239362
X601009.CH.EQUITY,0,0,0.232917333277087,0,0.245256657443252,0,0,0,0.191164751531205,0,0.0207836115562912,0,0,0.142263697907527,0,0,0,0,0,0,0.0470995907811869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410952071107834,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0354066835178494,0,0,0,0.238811482789267,0.0781780750513101,0.318614922234279,0,0,0,0.0981531543943242,-3.46944695195361e-18,0,0.218556149547678,0,0,0,0,0,0,0,0,0,0.0807341181675297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.369815508038851,0,0,0,0.0230448796544901,0,0,0,0,0.156775823663099,0,0.0474503583892748,0,0,0,0,0.0356769330364701,0,0,0.0305155038310602,0,0,0,0,0.0926582170059004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195367344479472,0.0660195911336299,0,0,0,0,0,0,0
