,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.138157559082812,0,0,0.566061919134171,0,0.0748771745266187,0,0.0277173476495551,0.0589593161682283,0,0.0377044029684656,0,0,0,0,0.0404802020570503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688805966152354,0,0,0,0,0,0,0,0,0,0,0.0458704601059737,0,0,0,0,-0.285145601370227,0,0,0,0
X002142.CH.EQUITY,6.93889390390723e-18,0,0.115232589648074,0,0.595168267221291,0,0,0,-0.206184979550651,0,0,0.00685850535790119,-0.0632539446409768,0,0,0,0,0,0,0,0,0.087541005445102,0,0,0,0,0,0,0,0,0,0,0.306080455277481,0.0385071067066491,0,-0.264203462032257,0,0,0,0,0,0,0,0,-0.0387559058587431,0,0,0,0,0,0.0582883421692451
X600000.CH.EQUITY,0,0,0,0,8.67361737988404e-19,0.0259624502689201,0,0.0210716773213501,0,0.405896407820302,0,0.0541539330853816,0,0,0.00428879670109924,0,0,0,0,0,0.0513819031103766,0,0,0,0,0,0,0,0,0,0.17416122758066,0,0,0,0,0,0,0,0,0,0.0223038975712108,0,0,0.0432803161615523,0,0,0,0.0196960738906265,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.19545308242545,0,0,0,-0.0642965824139785,0,0,-0.391095149949419,0,0,0,0,0,0,0,0,0.753723352216018,0,0,0,0.0524462961693999,0,0,0,0,0,0,0.424119016720161,0.0843491523091904,0,0,0,0,0,0.121577138476362,0,0,0,0
X600036.CH.EQUITY,0.199180904969729,0.322844385787616,0,0,0,0,0,0,0,0,0,0,0,0.0840669962380442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194775124800608,0,0,0,0.0391112659296089,0.118825660931984,0,0,0.0508294210774067,0,0.0110412887079775,0.0696681702192899,0,0,0,0,0,0,0.0447794626283787,0,0
X601166.CH.EQUITY,0.0731566476798298,0.161697833363484,0,0,0,0,0,0.0992082074534219,0,0,0,0.365686955678973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010358379551981,0,0,0,0,0,0,0.0681950111271858,0,0.0260727139726069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.164946302351645,0,0,0,0,0.263001180814636,0,0,0.00746213899263664,0.0468330718831791,0,0,0.0821378862209527,0,0,0,0,0.102626377961619,0,0,0,0,0.0853747291198101,0.0596847037570628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0383653002065429,0,0,0,0.444401687106406,0.380601574504532,0,0,0,0,0.134744727704398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972027036668854,0,0,0,0,0,-0.307283368025347,0,0,0,0,0,-0.0757742562477411,0,0,0,0,0,0,0.29424799722818
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.190414438601998,0.305455904933526,0,0,0.274989637549148,0,0.0253034203828831,0,0,0,0,0,0,0.0197598755054356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176805260086611,0,0,0,0,0,0.0466433525356201,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.218317622305929,0.0885020396923872,0,0,0.0876242241913141,0,0.0642854248215071,0,2.71050543121376e-20,0,1.73472347597681e-18,0.0869722390153895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878894415108908,0,0,0.166516625558878,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.181327577873862,0,0,0,0,0,0,0,0,0,0
