,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.289227313251767,0,0.444945627954521,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.120957610740919,0,0,-0.0629446095316081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536783214221537,0,0.0312590217258358,0,0.091637752697299,0,0,0
X601939.CH.EQUITY,0.359118563091413,0,0,0.288302058496439,0,0,-0.0972059628428545,0,0,0,0.00283591235812877,0,0.141256470464325,-0.066130252172234,0,0,0,0,0,0,0,0,0,0,0,0.0319962555848819,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200139380514022,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.110835766354276,0,0,0,0,0,0,0,0,0,0,0.041335109919485,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.268114977626925,0,0,0,0,0,0.109811938408356,0,0,0.0705031702994072,0,0.132735805116417,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.454241211220847,0,0,0,0.200306604347693,0,0,0,0,0,0,0,0.0262504531182301,0,0,0,0,0,0,0,-6.93889390390723e-18,0.168824545514545,0,0,0,0,0,0.0184321735928894,0,0,0,0,0.0292465014488202,0,0,0,0,0,0,0.00677337007970069,0,0.0636703079298016,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0970906241448974,0,0.379689322606331,0,0,0,0,0,0.272373817242602,0,0,0,0,0,0,0,0.198257287528008,0,0,0,0,0,0,0,0,0,0,0,0.0158336436888724,0,0,0,0,0,0,0,0,0,0,0.0478093376609708,0,0,0,0,0,0,0,0,0,0,0,0.0285798326276968,-0.0724903770634768
X600036.CH.EQUITY,0,0,0.0286657928545545,0,0,0,0,0,0,0,0,0.411316232660938,0,0,0,0,0,0,0,0,0,0,0.0629175247436606,0,0.118717812861113,0,0,0,0,0,0,0,0,0.0958197730827132,0,0,0,0.00699731607898528,0,0,0.0555058177195802,0,0,0,0,0,0,0,0.261992921022678,0,0,0,0,0.0101385323554562
X1299.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0.117173462939294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047700258037652,0.205031021640718,0,0,0.0594965567289671,0,0,0.193975163636711,0,0,0,0,0,0,0,0,0,0,0,0,0.191298007799258,-6.93889390390723e-18,0,0,0,0,0
X5.HK.EQUITY,0,-0.253046092667654,0,0,0,0,0,0,0,0,0,0,0,-0.0291463023373458,0,0,0,0,0,0,0,0,1.16132860950341,-0.752846052274901,0,0,0.500795934022669,0,0,0,0,0,0,0,0,0,0,0,0,0.404116497392735,0,0,0,0,0,0,0,0,0,0,0,-0.0715771047121869,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0974190080815773,0,0,0,0,0,0,0.0857402558170341,0.195814608947181,0,0.0923283175789783,0,0,0,0.264775617615928,0,0,0.050457794336775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548665125106158,0,0,0
X601658.CH.Equity,0,0,0,0.514500907384284,0,0,0,0,0,0,0,0,0,0,-0.259556058359404,0,0,0,0,0,0,0,0.107743299124733,0,0.143450152951352,0,0,0,0.733229586784777,-0.0671322111259631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837343406880685,0,0,0,0,0
