,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.190500383019182,0.187773254545549,0,0,4.33680868994202e-19,0.0679343864006656,0,0,0,0,0,0,0.162560454544496,0,0,0,0.0456619445999198,0,0,0,0,0,0,0,0,0,0.0676975022035033,0,0,0,0,0,0,0,0.100400306362162,0,0.219526917822419,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00335459113962358,-0.00117933341234576
X002142.CH.EQUITY,0.235864020517125,0,0,0,0,0.0185349291225752,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363907607088612,0.0193229659406187,0,0.0324131798845403,0,0,0,0,0.0267606775650683,0,0,0,0,0.0231317550861426,0,-0.14013040935328,0.101496496791412,0,-0.0447099326074806,0.226649985347666
X600000.CH.EQUITY,0,0,0,0.338911584989169,0.389097571286914,0,0,0.0619211957888335,0,0,0.0577877964522068,0,0,0,0,0,0,0,0.0737046813568125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0253484593368949,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.342621613599414,0,0,0.346450217809403,0.00653035704268932,0.107548826312632,0,-3.46944695195361e-18,0.0996075555141371,0,0,0,0,0.0197461526978609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135234569746302,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.247517985975738,0,0,0.324490167586918,0,0,0.120225482139253,0.289570070751891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0192687499514702,0,0,0,0,0,0.368941273375272,0,0,0,0,0,0,0,0,0,0,0,0,0.154238181342776,0,0,0,0.0167055009994735,0,0,0,0.108438069008166,0,0,0,0.164654521051429,0,0,0,0,0.0704094274056058,0,0,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.134000231089816,0,0.00383479816972499,0,0,0.172506101660922,0,0.259669446429142,0,0,0,0.0365695414047683,0.37141825962353,0,0,0,0,0,0,0,0,0,0,0,-0.0214918893874091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103998521689759,0,0,0,0,0,0.0157365141528683,0,-0.0205772407042802,0
X601169.CH.EQUITY,0,0,0.00360933248442126,0.198973453468803,0.0955619547305039,0,0,0,0.22397957299561,0,0,0,0,0,0,0.167162767362738,0,0,0,0,0,0,0.0840618437459065,0,0,0.00698567214061769,0,0,0.0296612568532303,0,0,0,0.0793595584267958,0.0439787985537624,0,0,0,0,0,0.070259363214714,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.15098155001392,0.232268921781123,0.128291833829093,0.131126374509821,0,0.0558018257360159,0,0,0,0.0419932901459111,0,0.0432105329797385,0,0.139738704162032,0,0.0423684594617572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226770101170541,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.112773050317966,0.37786263232315,0.0137601889425483,0.00484615127351278,0.370947009796859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749315059378707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218197886309662,0
