,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.037693847889974,0.0380297024473073,0,0,0,0,0.0559092168133782,0.0811081916251016,0,0.309379837580303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629893141968129,0,0,0,0,0,0,0.283297911096056,0.14171500021468,0,0,0,0,0,0,0,0,0,0,0,0.0931513686731437,0
X002142.CH.EQUITY,0.0652128621470399,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.367232676881715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126087033367729,0,0,-0.0286914985633807,0.141360404581797,0.00940517423942538,0,0,0,0,0,0,0.184797276630173,0,0.0671147596107946,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.211360211566508,0,0,0.00674955285614679,0.126158322792761,0,0.344275093042138,0,0.0316459979699748,0,0,0.151243972605683,0,0,0,0,0.121993815832826,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.495282889085176,0.0112355474845527,0,0,0,0,0,0.16834249304318,0,0,0,0,0,-0.0321252018613352,0,0,0,-0.00648110652268859,0,0,0,0,0,0,0,0,0,0,0,0.0434828265420171,0,0,0,0,0,0,0,0,0.287357877191469,0,0,0,0,0.0518256920759853,1.73472347597681e-18,0,0
X600016.CH.EQUITY,0,0,2.16840434497101e-19,0.0321123084194535,0,0,0,0.157030354419308,0.0302047442390814,0.037948567356511,0.263014088083753,0.0205793769706215,0.0333547981694095,0.05777116353712,0,0.352631118950743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,6.93889390390723e-18,0,0,0,0,0.482748274082596,0,0,0,0,0,0,0,0,0,0.0657031325461493,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.111977250385092,0,0.0272084479906553,0,0,0,0,0,0,0.155661062946182,0.0334974831253887,0,0,0,0.0692586079473511,0,0,0,0,0,0,0,0.16928078269861,-0.0447814764720303,0.00999019769621069,0
X601166.CH.EQUITY,0.208086070522623,0,0.0239976671827584,0.165877330002924,0,0.219046610993463,0,0.0285330307343184,0,0,0,0,0.303758182779025,0.00227193049192061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301429223892917,0,-0.0447902195551647,0
X601169.CH.EQUITY,0,0,0.203004654891524,0.271282422647165,0,0,0,0,0,0,0,0,0,0,0,0.196272976273636,0.0261863419338053,0,0,0,0,0,0,0,0,0.108581433244962,0,0,0,0,0,0,0,0.171749773329247,0,0,0,0,0,0,0.0462299582003721,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0773136732655555,0.237850611737864,0.146159745630274,0,0,0,0,0,0,0,0,0,0,0,0.370292159960364,0.185539425367953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0312990654975748,0,0,0,0,0,0,-5.55111512312578e-17,0.0860668541150582,0,0.0923491126871357,0.362556719095463,0,0,0.303958317338816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841953209501929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253792640985644,0
